source_file,species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
1,Serratia rubidaea,1,NA,NA,NA,NA,NA,NA
1,Serratia plymuthica,1,NA,NA,NA,NA,NA,NA
1,Serratia nematodiphila,5,NA,NA,NA,NA,NA,NA
1,Serratia aquatilis,1,NA,NA,NA,NA,NA,NA
1,Serratia rhizosphaerae,1,NA,NA,NA,NA,NA,NA
1,Serratia marcescens,1,NA,NA,NA,NA,NA,NA
1,Yersinia entomophaga,1,NA,NA,NA,NA,NA,NA
1,Yersinia enterocolitica,1,NA,NA,NA,NA,NA,NA
1,Yersinia ruckeri,1,NA,NA,NA,NA,NA,NA
1,Yersinia vastinensis,1,NA,NA,NA,NA,NA,NA
1,Gibbsiella quercinecans,1,NA,NA,NA,NA,NA,NA
1,Rouxiella chamberiensis,1,NA,NA,NA,NA,NA,NA
1,Pectobacterium brasiliense,3,NA,NA,NA,NA,NA,NA
1,Pectobacterium sp. PL64,1,NA,NA,NA,NA,NA,NA
1,Pectobacterium parmentieri,1,NA,NA,NA,NA,NA,NA
1,Pectobacterium versatile,1,NA,NA,NA,NA,NA,NA
1,Dickeya dadantii,4,NA,NA,NA,NA,NA,NA
1,Brenneria rubrifaciens,1,NA,NA,NA,NA,NA,NA
1,Brenneria nigrifluens,1,NA,NA,NA,NA,NA,NA
1,Sodalis sp. Fle,1,NA,NA,NA,NA,NA,NA
1,Candidatus Sodalis pierantonius,1,NA,NA,NA,NA,NA,NA
1,Sodalis glossinidius,1,NA,NA,NA,NA,NA,NA
1,Edwardsiella tarda,2,NA,NA,NA,NA,NA,NA
1,Edwardsiella hoshinae,1,NA,NA,NA,NA,NA,NA
1,Limnobaculum parvum,1,NA,NA,NA,NA,NA,NA
1,Leminorella grimontii,1,NA,NA,NA,NA,NA,NA
1,Gallaecimonas sp. GXIMD4217,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas aeruginosa,23215,NA,NA,NA,NA,NA,NA
1,Pseudomonas paraeruginosa,17,NA,NA,NA,NA,NA,NA
1,Pseudomonas citronellolis,7,NA,NA,NA,NA,NA,NA
1,Pseudomonas nitroreducens,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. LPB0260,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. Q1-7,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. GCEP-101,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. ATCC 13867,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. 273,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. C9-3,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. FFPRI_1,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. 7SR1,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. HS-18,3,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. ADAK18,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. SL4(2022),1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. WJP1,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp.,10,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. MTM4,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. L5B5,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. RU47,5,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. PDNC002,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. 15A4,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. KNUC1026,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. TUM22785,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. HN11,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. J452,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. B21-012,4,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. ADPe,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. B21-053,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. SCT,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. HS6,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. DTU_2021_1001937_2_SI_NGA_ILE_001,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. NY8938,11,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. KHPS1,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. Z8(2022),1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. FP2196,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. Seg1,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. Ost2,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. FDAARGOS_761,22,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. JQ170C,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. BA28,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. CC6-YY-74,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. MH9.3,6,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. MH9.2,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. TCU-HL1,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. SCB32,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. DY-1,5,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. RC10,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. G.S.17,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. SO81,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. P9_31,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. B11D7D,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. Marseille-Q3773,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. TE3-3-F2023,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. BW7P1,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. PLMAX,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas putida,12,NA,NA,NA,NA,NA,NA
1,Pseudomonas oryzihabitans,4,NA,NA,NA,NA,NA,NA
1,Pseudomonas fulva,5,NA,NA,NA,NA,NA,NA
1,Pseudomonas plecoglossicida,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas fluorescens,8,NA,NA,NA,NA,NA,NA
1,Pseudomonas rhodesiae,3,NA,NA,NA,NA,NA,NA
1,Pseudomonas granadensis,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas orientalis,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas corrugata,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas trivialis,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas amygdali,5,NA,NA,NA,NA,NA,NA
1,Pseudomonas syringae,3,NA,NA,NA,NA,NA,NA
1,Pseudomonas viridiflava,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas coronafaciens,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas caspiana,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas cichorii,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas chlororaphis,6,NA,NA,NA,NA,NA,NA
1,Pseudomonas protegens,4,NA,NA,NA,NA,NA,NA
1,Pseudomonas sp. JDS08PS003,1,NA,NA,NA,NA,NA,NA
1,uncultured Pseudomonas sp.,7,NA,NA,NA,NA,NA,NA
1,Pseudomonas triclosanedens,3,NA,NA,NA,NA,NA,NA
1,Pseudomonas lalucatii,3,NA,NA,NA,NA,NA,NA
1,Pseudomonas cavernae,3,NA,NA,NA,NA,NA,NA
1,Pseudomonas kielensis,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas benzenivorans,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas cremoricolorata,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas paralcaligenes,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas laurentiana,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas seleniipraecipitans,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas grandcourensis,1,NA,NA,NA,NA,NA,NA
1,Candidatus Pseudomonas phytovorans,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas yamanorum,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas abietaniphila,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas thivervalensis,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas tructae,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas canadensis,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas knackmussii,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas eucalypticola,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas simiae,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas extremaustralis,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas entomophila,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas pohangensis,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas cerasi,2,NA,NA,NA,NA,NA,NA
1,Pseudomonas alkylphenolica,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas batumici,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas silesiensis,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas sediminis,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas hamedanensis,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas alvandae,1,NA,NA,NA,NA,NA,NA
1,Pseudomonas oryzae,1,NA,NA,NA,NA,NA,NA
1,Stutzerimonas decontaminans,1,NA,NA,NA,NA,NA,NA
1,Stutzerimonas xanthomarina,1,NA,NA,NA,NA,NA,NA
1,Halopseudomonas litoralis,1,NA,NA,NA,NA,NA,NA
1,Halopseudomonas xinjiangensis,1,NA,NA,NA,NA,NA,NA
1,Ectopseudomonas alcaliphila,1,NA,NA,NA,NA,NA,NA
1,Entomomonas asaccharolytica,1,NA,NA,NA,NA,NA,NA
1,Marinobacter sp. NP-4(2019),2,NA,NA,NA,NA,NA,NA
1,Vibrio sp. SCSIO 43137,1,NA,NA,NA,NA,NA,NA
1,Vibrio sp. CB1-14,1,NA,NA,NA,NA,NA,NA
1,Vibrio sp. B1FLJ16,1,NA,NA,NA,NA,NA,NA
1,Vibrio fluvialis,3,NA,NA,NA,NA,NA,NA
1,Vibrio cholerae,5,NA,NA,NA,NA,NA,NA
1,Vibrio gigantis,1,NA,NA,NA,NA,NA,NA
1,Vibrio mimicus,1,NA,NA,NA,NA,NA,NA
1,Photobacterium sp. TLY01,1,NA,NA,NA,NA,NA,NA
1,Photobacterium gaetbulicola,1,NA,NA,NA,NA,NA,NA
1,Photobacterium damselae,1,NA,NA,NA,NA,NA,NA
1,Paraphotobacterium marinum,1,NA,NA,NA,NA,NA,NA
1,Grimontia hollisae,1,NA,NA,NA,NA,NA,NA
1,Halomonas sp. PA16-9,3,NA,NA,NA,NA,NA,NA
1,Halomonas sp. HAL1,1,NA,NA,NA,NA,NA,NA
1,Halomonas alkaliantarctica,2,NA,NA,NA,NA,NA,NA
1,uncultured Marinobacterium sp.,1,NA,NA,NA,NA,NA,NA
1,Marinobacterium sp. LSUCC0821,1,NA,NA,NA,NA,NA,NA
1,Aliamphritea ceti,1,NA,NA,NA,NA,NA,NA
1,Marinomonas profundi,1,NA,NA,NA,NA,NA,NA
1,Amphritea japonica,1,NA,NA,NA,NA,NA,NA
1,Endozoicomonas sp. 4G,1,NA,NA,NA,NA,NA,NA
1,Endozoicomonas gorgoniicola,1,NA,NA,NA,NA,NA,NA
1,Shewanella khirikhana,5,NA,NA,NA,NA,NA,NA
1,Idiomarina loihiensis,2,NA,NA,NA,NA,NA,NA
1,Idiomarina abyssalis,1,NA,NA,NA,NA,NA,NA
1,Pseudoalteromonas ostreae,2,NA,NA,NA,NA,NA,NA
1,Alteromonas sp. M12,1,NA,NA,NA,NA,NA,NA
1,Xanthomonas sp. NCPPB 2632,1,NA,NA,NA,NA,NA,NA
1,Xanthomonas hortorum,1,NA,NA,NA,NA,NA,NA
1,Xanthomonas nasturtii,1,NA,NA,NA,NA,NA,NA
1,Xanthomonas arboricola,1,NA,NA,NA,NA,NA,NA
1,Lysobacter firmicutimachus,1,NA,NA,NA,NA,NA,NA
1,Lysobacter enzymogenes,1,NA,NA,NA,NA,NA,NA
1,Dyella sp. GSA-30,1,NA,NA,NA,NA,NA,NA
1,Dyella telluris,1,NA,NA,NA,NA,NA,NA
1,Aeromonas popoffii,1,NA,NA,NA,NA,NA,NA
1,Aeromonas veronii,1,NA,NA,NA,NA,NA,NA
1,Aeromonas jandaei,1,NA,NA,NA,NA,NA,NA
1,uncultured Succinivibrio sp.,1,NA,NA,NA,NA,NA,NA
1,Rodentibacter pneumotropicus,2,NA,NA,NA,NA,NA,NA
1,Actinobacillus succinogenes,2,NA,NA,NA,NA,NA,NA
1,Haemophilus parainfluenzae,1,NA,NA,NA,NA,NA,NA
1,Thiocystis violascens,1,NA,NA,NA,NA,NA,NA
1,Rheinheimera sp. F8,1,NA,NA,NA,NA,NA,NA
1,Thiocapsa bogorovii,1,NA,NA,NA,NA,NA,NA
1,Thiohalocapsa sp. PB-PSB1,1,NA,NA,NA,NA,NA,NA
1,Thiosocius teredinicola,1,NA,NA,NA,NA,NA,NA
1,Acinetobacter baumannii,1,NA,NA,NA,NA,NA,NA
1,Moraxella osloensis,1,NA,NA,NA,NA,NA,NA
1,Coxiella burnetii,1,NA,NA,NA,NA,NA,NA
1,Legionella cherrii,1,NA,NA,NA,NA,NA,NA
1,gamma proteobacterium symbiont of Isorropodon perplexum,1,NA,NA,NA,NA,NA,NA
1,Cardiobacterium hominis,1,NA,NA,NA,NA,NA,NA
1,Candidatus Steffania adelgidicola,1,NA,NA,NA,NA,NA,NA
1,uncultured Bradyrhizobium sp.,4,NA,NA,NA,NA,NA,NA
1,Bradyrhizobium sp. CCBAU 53340,1,NA,NA,NA,NA,NA,NA
1,Bradyrhizobium sp. sBnM-33,1,NA,NA,NA,NA,NA,NA
1,Bradyrhizobium sp. CCBAU 51753,1,NA,NA,NA,NA,NA,NA
1,Bradyrhizobium icense,1,NA,NA,NA,NA,NA,NA
1,Bradyrhizobium elkanii,1,NA,NA,NA,NA,NA,NA
1,Rhizobium sp. RCAM05350,1,NA,NA,NA,NA,NA,NA
1,Rhizobium sp. ACO-34A,1,NA,NA,NA,NA,NA,NA
1,Rhizobium ruizarguesonis,1,NA,NA,NA,NA,NA,NA
1,Agrobacterium fabrum,1,NA,NA,NA,NA,NA,NA
1,Agrobacterium tumefaciens,1,NA,NA,NA,NA,NA,NA
1,Sinorhizobium meliloti,1,NA,NA,NA,NA,NA,NA
1,Paradevosia shaoguanensis,1,NA,NA,NA,NA,NA,NA
1,Devosia neptuniae,1,NA,NA,NA,NA,NA,NA
1,Ochrobactrum quorumnocens,1,NA,NA,NA,NA,NA,NA
1,Kaistia sp. 32K,1,NA,NA,NA,NA,NA,NA
1,Enhydrobacter sp.,1,NA,NA,NA,NA,NA,NA
1,Bosea vaviloviae,1,NA,NA,NA,NA,NA,NA
1,Nitratireductor rhodophyticola,1,NA,NA,NA,NA,NA,NA
1,Methylocystis sp. SC2,1,NA,NA,NA,NA,NA,NA
1,Methylovirgula sp. 4M-Z18,1,NA,NA,NA,NA,NA,NA
1,uncultured Cohaesibacter sp.,1,NA,NA,NA,NA,NA,NA
1,uncultured Sphingomonadaceae bacterium,8,NA,NA,NA,NA,NA,NA
1,Sphingomonas sp. AAP5,2,NA,NA,NA,NA,NA,NA
1,Novosphingopyxis iocasae,2,NA,NA,NA,NA,NA,NA
1,Sphingobium chlorophenolicum,1,NA,NA,NA,NA,NA,NA
1,Rhizorhabdus phycosphaerae,1,NA,NA,NA,NA,NA,NA
1,Parasedimentitalea marina,2,NA,NA,NA,NA,NA,NA
1,Paracoccus versutus,1,NA,NA,NA,NA,NA,NA
1,Thioclava sp. GXIMD4216,1,NA,NA,NA,NA,NA,NA
1,Paracoccaceae bacterium,1,NA,NA,NA,NA,NA,NA
1,Roseinatronobacter bogoriensis,1,NA,NA,NA,NA,NA,NA
1,Pseudosulfitobacter sp. DSM 107133,1,NA,NA,NA,NA,NA,NA
1,Roseovarius sp.,1,NA,NA,NA,NA,NA,NA
1,Skermanella pratensis,1,NA,NA,NA,NA,NA,NA
1,Rhodospirillales bacterium,1,NA,NA,NA,NA,NA,NA
1,Alphaproteobacteria bacterium,1,NA,NA,NA,NA,NA,NA
1,uncultured Alphaproteobacteria bacterium,1,NA,NA,NA,NA,NA,NA
1,Caulobacter vibrioides,1,NA,NA,NA,NA,NA,NA
1,Wolbachia endosymbiont of Dipetalonema caudispina,1,NA,NA,NA,NA,NA,NA
1,Candidatus Gromoviella agglomerans,1,NA,NA,NA,NA,NA,NA
1,Achromobacter xylosoxidans,2,NA,NA,NA,NA,NA,NA
1,Pigmentiphaga sp. CHJ604,1,NA,NA,NA,NA,NA,NA
1,Bordetella trematum,1,NA,NA,NA,NA,NA,NA
1,Oligella ureolytica,1,NA,NA,NA,NA,NA,NA
1,Burkholderia stabilis,2,NA,NA,NA,NA,NA,NA
1,Paraburkholderia sp. SOS3,1,NA,NA,NA,NA,NA,NA
1,Paraburkholderia caledonica,1,NA,NA,NA,NA,NA,NA
1,Delftia lacustris,2,NA,NA,NA,NA,NA,NA
1,Acidovorax sp. YS12,1,NA,NA,NA,NA,NA,NA
1,Diaphorobacter sp. HDW4B,1,NA,NA,NA,NA,NA,NA
1,Aquincola tertiaricarbonis,1,NA,NA,NA,NA,NA,NA
1,Roseateles sp. UC29_93,1,NA,NA,NA,NA,NA,NA
1,Inhella inkyongensis,1,NA,NA,NA,NA,NA,NA
1,Xylophilus sp. GW821-FHT01B05,1,NA,NA,NA,NA,NA,NA
1,Aquabacterium olei,1,NA,NA,NA,NA,NA,NA
1,Oxalobacteraceae bacterium OTU3CINTB1,1,NA,NA,NA,NA,NA,NA
1,Neisseria elongata,2,NA,NA,NA,NA,NA,NA
1,Snodgrassella communis,1,NA,NA,NA,NA,NA,NA
1,Wielerella bovis,1,NA,NA,NA,NA,NA,NA
1,Silvimonas soli,1,NA,NA,NA,NA,NA,NA
1,Niveibacterium sp. SC-1,1,NA,NA,NA,NA,NA,NA
1,Niveibacterium microcysteis,1,NA,NA,NA,NA,NA,NA
1,Thauera sp. WB-2,1,NA,NA,NA,NA,NA,NA
1,Nitrosomonadaceae bacterium,1,NA,NA,NA,NA,NA,NA
1,Flavobacterium sp. CS20,1,NA,NA,NA,NA,NA,NA
1,Flavobacterium sp. M31R6,1,NA,NA,NA,NA,NA,NA
1,Flavobacterium rivulicola,1,NA,NA,NA,NA,NA,NA
1,Flavobacterium ginsengisoli,1,NA,NA,NA,NA,NA,NA
1,Aquimarina sp. Aq107,1,NA,NA,NA,NA,NA,NA
1,Imtechella halotolerans,1,NA,NA,NA,NA,NA,NA
1,Changchengzhania lutea,1,NA,NA,NA,NA,NA,NA
1,Chryseobacterium sp. POE27,2,NA,NA,NA,NA,NA,NA
1,Segatella copri,2,NA,NA,NA,NA,NA,NA
1,Paraprevotella xylaniphila,1,NA,NA,NA,NA,NA,NA
1,Prevotella corporis,1,NA,NA,NA,NA,NA,NA
1,Bacteroides graminisolvens,1,NA,NA,NA,NA,NA,NA
1,uncultured Saccharicrinis sp.,1,NA,NA,NA,NA,NA,NA
1,Spirosoma sp. KCTC 42546,1,NA,NA,NA,NA,NA,NA
1,Spirosoma foliorum,1,NA,NA,NA,NA,NA,NA
1,Mongoliitalea daihaiensis,1,NA,NA,NA,NA,NA,NA
1,Marivirga tractuosa,1,NA,NA,NA,NA,NA,NA
1,Runella slithyformis,1,NA,NA,NA,NA,NA,NA
1,Flammeovirgaceae bacterium SG7u.111,1,NA,NA,NA,NA,NA,NA
1,Mucilaginibacter sp. UC70_90,1,NA,NA,NA,NA,NA,NA
1,Mucilaginibacter ginsenosidivorax,1,NA,NA,NA,NA,NA,NA
1,Niabella yanshanensis,1,NA,NA,NA,NA,NA,NA
1,Chitinophaga caeni,1,NA,NA,NA,NA,NA,NA
1,Ignavibacteriaceae bacterium,1,NA,NA,NA,NA,NA,NA
1,uncultured candidate division Zixibacteria bacterium,1,NA,NA,NA,NA,NA,NA
1,Candidatus Zixiibacteriota bacterium,1,NA,NA,NA,NA,NA,NA
1,Aliarcobacter faecis,4,NA,NA,NA,NA,NA,NA
1,Campylobacter coli,3,NA,NA,NA,NA,NA,NA
1,Helicobacter pylori,1,NA,NA,NA,NA,NA,NA
1,Hydrogenimonas thermophila,1,NA,NA,NA,NA,NA,NA
1,uncultured Planctomycetaceae bacterium,1,NA,NA,NA,NA,NA,NA
1,Planctomycetales bacterium 10988,1,NA,NA,NA,NA,NA,NA
1,Pirellulales bacterium,2,NA,NA,NA,NA,NA,NA
1,Paludisphaera borealis,1,NA,NA,NA,NA,NA,NA
1,Telmatocola sphagniphila,1,NA,NA,NA,NA,NA,NA
1,Tepidisphaeraceae bacterium,1,NA,NA,NA,NA,NA,NA
1,Opitutaceae bacterium TAV5,1,NA,NA,NA,NA,NA,NA
1,uncultured Granulicella sp.,1,NA,NA,NA,NA,NA,NA
1,Chloracidobacterium aggregatum,1,NA,NA,NA,NA,NA,NA
1,Bryobacterales bacterium,1,NA,NA,NA,NA,NA,NA
1,Thermoanaerobaculia bacterium,1,NA,NA,NA,NA,NA,NA
1,Candidatus Nitrospira neomarina,2,NA,NA,NA,NA,NA,NA
1,Nitrospirales bacterium,1,NA,NA,NA,NA,NA,NA
1,Candidatus Manganitrophaceae bacterium,1,NA,NA,NA,NA,NA,NA
1,Leptospira biflexa,1,NA,NA,NA,NA,NA,NA
1,Turneriella parva,1,NA,NA,NA,NA,NA,NA
1,Sphaerochaeta globosa,1,NA,NA,NA,NA,NA,NA
1,Desulfomonile tiedjei,1,NA,NA,NA,NA,NA,NA
1,Smithellaceae bacterium,1,NA,NA,NA,NA,NA,NA
1,Spirobacillus cienkowskii,1,NA,NA,NA,NA,NA,NA
1,Deltaproteobacteria bacterium,1,NA,NA,NA,NA,NA,NA
1,Aquificota bacterium,1,NA,NA,NA,NA,NA,NA
1,uncultured bacterium,56,NA,NA,NA,NA,NA,NA
1,Deinococcus sp. QL22,1,NA,NA,NA,NA,NA,NA
1,Deinococcus sonorensis,1,NA,NA,NA,NA,NA,NA
1,Candidatus Nomurabacteria bacterium,2,NA,NA,NA,NA,NA,NA
1,bacterium,1,NA,NA,NA,NA,NA,NA
1,Saccharomyces cerevisiae,8593,NA,NA,NA,NA,NA,NA
1,Saccharomyces paradoxus,53,NA,NA,NA,NA,NA,NA
1,Saccharomyces boulardii (nom. inval.),9,NA,NA,NA,NA,NA,NA
1,Saccharomyces kudriavzevii,8,NA,NA,NA,NA,NA,NA
1,Saccharomyces eubayanus,7,NA,NA,NA,NA,NA,NA
1,Saccharomyces mikatae,4,NA,NA,NA,NA,NA,NA
1,Saccharomyces pastorianus,5,NA,NA,NA,NA,NA,NA
1,Saccharomyces bayanus,2,NA,NA,NA,NA,NA,NA
1,Saccharomyces jurei,1,NA,NA,NA,NA,NA,NA
1,Kluyveromyces dobzhanskii,1,NA,NA,NA,NA,NA,NA
1,Eremothecium gossypii,1,NA,NA,NA,NA,NA,NA
1,Maudiozyma barnettii,1,NA,NA,NA,NA,NA,NA
1,Vanderwaltozyma polyspora,1,NA,NA,NA,NA,NA,NA
1,[Candida] sp. (uncertain placement),2,NA,NA,NA,NA,NA,NA
1,Cyberlindnera meyerae,3,NA,NA,NA,NA,NA,NA
1,Saccharomycodes ludwigii,1,NA,NA,NA,NA,NA,NA
1,Meyerozyma guilliermondii,3,NA,NA,NA,NA,NA,NA
1,Candida theae,1,NA,NA,NA,NA,NA,NA
1,Candida jiufengensis,1,NA,NA,NA,NA,NA,NA
1,Scheffersomyces stipitis,1,NA,NA,NA,NA,NA,NA
1,Candidozyma auris,1,NA,NA,NA,NA,NA,NA
1,Crinitomyces ghanaensis,1,NA,NA,NA,NA,NA,NA
1,Lipomyces arxii,1,NA,NA,NA,NA,NA,NA
1,Keissleriella rosacearum,13,NA,NA,NA,NA,NA,NA
1,Trematosphaeria pertusa,1,NA,NA,NA,NA,NA,NA
1,Alternaria rosae,1,NA,NA,NA,NA,NA,NA
1,Alternaria ventricosa,1,NA,NA,NA,NA,NA,NA
1,Ascochyta rabiei,1,NA,NA,NA,NA,NA,NA
1,Dothidotthia symphoricarpi,1,NA,NA,NA,NA,NA,NA
1,Lasiodiplodia theobromae,2,NA,NA,NA,NA,NA,NA
1,Cercospora beticola,1,NA,NA,NA,NA,NA,NA
1,Neohortaea acidophila,1,NA,NA,NA,NA,NA,NA
1,Aspergillus campestris,1,NA,NA,NA,NA,NA,NA
1,Aspergillus melleus,1,NA,NA,NA,NA,NA,NA
1,Aspergillus heteromorphus,1,NA,NA,NA,NA,NA,NA
1,Aspergillus clavatus,1,NA,NA,NA,NA,NA,NA
1,Penicillium expansum,3,NA,NA,NA,NA,NA,NA
1,Xeromyces bisporus,2,NA,NA,NA,NA,NA,NA
1,Talaromyces purpureogenus,1,NA,NA,NA,NA,NA,NA
1,Trichophyton benhamiae,1,NA,NA,NA,NA,NA,NA
1,Grosmannia fruticeta,1,NA,NA,NA,NA,NA,NA
1,Leptographium clavigerum,1,NA,NA,NA,NA,NA,NA
1,Ceratostomella pyrenaica,1,NA,NA,NA,NA,NA,NA
1,Pyricularia pennisetigena,1,NA,NA,NA,NA,NA,NA
1,Chaetomium fimeti,1,NA,NA,NA,NA,NA,NA
1,Daldinia decipiens,1,NA,NA,NA,NA,NA,NA
1,Daldinia vernicosa,1,NA,NA,NA,NA,NA,NA
1,Hypoxylon trugodes,1,NA,NA,NA,NA,NA,NA
1,Cordyceps fumosorosea,1,NA,NA,NA,NA,NA,NA
1,Emericellopsis cladophorae,1,NA,NA,NA,NA,NA,NA
1,Thyridium curvatum,1,NA,NA,NA,NA,NA,NA
1,Venustampulla echinocandica,1,NA,NA,NA,NA,NA,NA
1,uncultured Ascomycota,2,NA,NA,NA,NA,NA,NA
1,Schizosaccharomyces japonicus,1,NA,NA,NA,NA,NA,NA
1,Cryptococcus neoformans,7171,NA,NA,NA,NA,NA,NA
1,Cryptococcus neoformans AD hybrid,17,NA,NA,NA,NA,NA,NA
1,Cryptococcus deuterogattii,11,NA,NA,NA,NA,NA,NA
1,Cryptococcus gattii,7,NA,NA,NA,NA,NA,NA
1,Cryptococcus decagattii,1,NA,NA,NA,NA,NA,NA
1,Cryptococcus bacillisporus,1,NA,NA,NA,NA,NA,NA
1,Cryptococcus sp. (in: basidiomycete fungi),4,NA,NA,NA,NA,NA,NA
1,Cryptococcus sp. SJ10L03,10,NA,NA,NA,NA,NA,NA
1,Cryptococcus depauperatus,1,NA,NA,NA,NA,NA,NA
1,Kwoniella dendrophila,1,NA,NA,NA,NA,NA,NA
1,Kockovaella ogasawarensis,1,NA,NA,NA,NA,NA,NA
1,Trimorphomyces sakaeraticus,1,NA,NA,NA,NA,NA,NA
1,Laccaria bicolor,1,NA,NA,NA,NA,NA,NA
1,Termitomyces sp.,1,NA,NA,NA,NA,NA,NA
1,Pleurotus ostreatus,1,NA,NA,NA,NA,NA,NA
1,Suillus bovinus,1,NA,NA,NA,NA,NA,NA
1,Suillus subaureus,1,NA,NA,NA,NA,NA,NA
1,Burgoa turficola,2,NA,NA,NA,NA,NA,NA
1,Fomitopsis serialis,1,NA,NA,NA,NA,NA,NA
1,Lentinus tigrinus,1,NA,NA,NA,NA,NA,NA
1,uncultured Basidiomycota,2,NA,NA,NA,NA,NA,NA
1,Tilletia controversa,1,NA,NA,NA,NA,NA,NA
